sharpe,cagr,total_ret,max_dd,n_trades,fold,window,num_std,regime,train_sharpe
1.4475878984017423,22.138303772226166,56.669966254908964,4.086131821271547,66,1,25,2.0,none,0.751
-0.13196791880539882,-0.43486267432291115,-0.9476432076784724,4.360370087214408,70,2,25,2.0,none,0.971
0.11364530064839094,0.12836699252738448,0.2813745505499954,1.3961774594270888,34,3,10,1.5,trend_aware,0.688
-0.7659435890926145,-2.7660798696556133,-5.937262838199198,7.375902232244494,58,4,25,2.0,none,0.621
