entry_date,expiry_date,spot_entry,spot_expiry,signal,direction,K1,K2,sigma_used,entry_cost,expiry_value,pnl,pnl_pct,max_profit,max_loss,win,cumulative_pnl,equity
2018-04-24,2018-05-23,1.2209,1.17886,1.0,bull_call,1.20869,1.23311,0.0601,0.013217,0.0,-0.013217,-1.0,0.011201,0.013217,False,0.35337799999999986,4161.156790360282
2018-04-26,2018-05-25,1.21717,1.17226,1.0,bull_call,1.205,1.22934,0.0538,0.013299,0.0,-0.013299,-1.0,0.011045,0.013299,False,0.34007899999999985,4008.3195334993525
2018-04-27,2018-05-28,1.21096,1.16889,1.0,bull_call,1.19885,1.22307,0.05,0.013315,0.0,-0.013315,-1.0,0.010904,0.013315,False,0.32676399999999983,3855.2983984438392
2018-05-02,2018-05-31,1.19916,1.16673,1.0,bull_call,1.18716,1.21115,0.0556,0.013064,0.0,-0.013064,-1.0,0.010919,0.013064,False,0.3136999999999998,3705.1618525658646
2018-05-03,2018-06-01,1.1951,1.16932,1.0,bull_call,1.18315,1.20705,0.0562,0.013009,0.0,-0.013009,-1.0,0.010893,0.013009,False,0.3006909999999998,3555.6573879817734
2018-05-09,2018-06-07,1.18679,1.17855,1.0,bull_call,1.17492,1.19866,0.0552,0.012938,0.00363,-0.009309,-0.7195,0.010797,0.012938,False,0.2913819999999998,3448.6747558952716
2018-05-16,2018-06-14,1.18209,1.18078,1.0,bull_call,1.17027,1.19391,0.0615,0.012773,0.010509,-0.002264,-0.1772,0.010869,0.012773,False,0.2891179999999998,3422.6559913616115
2018-05-21,2018-06-19,1.17666,1.16307,1.0,bull_call,1.1649,1.18843,0.0609,0.012723,0.0,-0.012723,-1.0,0.01081,0.012723,False,0.27639499999999984,3276.4383495057127
2018-05-24,2018-06-22,1.17102,1.16058,1.0,bull_call,1.1593,1.18273,0.0605,0.012669,0.001273,-0.011396,-0.8995,0.010752,0.012669,False,0.2649989999999998,3145.471105413138
2018-05-29,2018-06-27,1.1627,1.16503,1.0,bull_call,1.15107,1.17432,0.0593,0.012599,0.013957,0.001357,0.1077,0.010654,0.012599,True,0.2663559999999998,3161.066274791308
2018-05-30,2018-06-28,1.15393,1.15636,1.0,bull_call,1.1424,1.16547,0.0622,0.012456,0.013968,0.001512,0.1214,0.010623,0.012456,True,0.26786799999999983,3178.442764179512
2018-06-07,2018-07-06,1.17855,1.16959,-1.0,bear_put,1.16676,1.17855,0.0758,0.004445,0.00896,0.004514,1.0156,0.00734,0.004445,True,0.27238199999999985,3230.319399826571
2018-06-15,2018-07-16,1.15666,1.16791,1.0,bull_call,1.14509,1.16822,0.0973,0.01209,0.022819,0.01073,0.8875,0.011044,0.01209,True,0.28311199999999986,3353.63271406958
