date,portfolio_returns,portfolio_costs,portfolio_net,equity,ret_EURUSD,ret_USDJPY,ret_GBPUSD,ret_AUDUSD
2021-05-27,0.0,0.0,0.0,118.08786002701095,-0.0,0.0,-0.0,-0.0
2021-05-28,0.0,0.0,0.0,118.08786002701095,0.0,0.0,0.0,0.0
2021-05-31,0.0,0.0,0.0,118.08786002701095,-0.0,0.0,-0.0,-0.0
2021-06-01,0.0,0.0,0.0,118.08786002701095,0.0,-0.0,0.0,0.0
2021-06-02,0.0,0.0,0.0,118.08786002701095,-0.0,0.0,-0.0,0.0
2021-06-03,0.0,0.0,0.0,118.08786002701095,-0.0,0.0,0.0,-0.0
2021-06-04,0.0,2.2942929672732814e-06,-2.2942929672732814e-06,118.08758909886417,-0.0,0.0,-0.0,-0.0
2021-06-07,0.003945278915314619,9.600986695357834e-06,0.003935677928619262,118.55234381692443,0.002817987829320845,-0.0,0.0,0.010105013096927119
2021-06-08,-6.289304684609822e-05,7.803223933456522e-06,-7.069627077955473e-05,118.5439626083244,-0.0001,-0.0,0.0,-0.0001
2021-06-09,0.0,0.0,0.0,118.5439626083244,-0.0,0.0,-0.0,-0.0
2021-06-10,0.0,0.0,0.0,118.5439626083244,0.0,0.0,-0.0,-0.0
2021-06-11,0.0,0.0,0.0,118.5439626083244,-0.0,-0.0,0.0,0.0
2021-06-14,0.0,0.0,0.0,118.5439626083244,-0.0,0.0,-0.0,-0.0
2021-06-15,0.00033401480011235895,0.0,0.00033401480011235895,118.58355804629954,0.000893919050279235,0.0,-0.0,0.0
2021-06-16,-3.72456096148646e-05,2.3921637470772363e-07,-3.748482598957232e-05,118.57911296226095,-0.0001,0.0,-0.0,-0.0
2021-06-17,-0.004773374383976214,1.0245246247925223e-08,-0.004773384629222462,118.01308924710005,-0.0,0.0,-0.006549723152150089,-0.009140945278419698
2021-06-18,-0.006083063050546635,1.2227716662180194e-05,-0.006095290767208815,117.29376515380241,-0.0069501992571124995,-0.0,-0.00372154395378832,-0.007854760721062837
2021-06-21,-0.006225656218712062,9.585351791270723e-06,-0.006235241570503333,116.56241019335457,-0.0033365033317003245,-0.0,-0.008718605413124747,-0.007000425054539683
2021-06-22,0.0039265092198066875,8.18055178841027e-06,0.003918328668018277,117.01914002682847,0.003275888241700775,0.0,0.007837187219547292,-0.0001
2021-06-23,-7.328757126978422e-05,4.796826694008227e-06,-7.808439796379245e-05,117.01000265772925,-0.0001,0.0,-0.0001,0.0
2021-06-24,0.0,1.544134260178487e-06,-1.544134260178487e-06,117.00982197857537,-0.0,0.0,0.0,0.0
2021-06-25,0.0,2.0967991552268528e-06,-2.0967991552268528e-06,117.00957663247948,-0.0,-0.0,-0.0,0.0
2021-06-28,0.0,5.444386852881955e-09,-5.444386852881955e-09,117.00957599543409,0.0,-0.0,-0.0,0.0
2021-06-29,0.0,0.0,0.0,117.00957599543409,-0.0,-0.0,-0.0,-0.0
2021-06-30,0.0,0.0,0.0,117.00957599543409,-0.0,-0.0,-0.0,-0.0
2021-07-01,0.0,0.0,0.0,117.00957599543409,-0.0,0.0,-0.0,-0.0
2021-07-02,-0.00042016064035005026,0.0,-0.00042016064035005026,116.96041317705676,-0.0009884818090967306,0.0,-0.0,-0.0
2021-07-05,0.0019201220307416928,2.179742634615567e-07,0.0019199040564782312,117.18496594876275,0.0008417743052646642,-0.0,0.0051143785713698596,0.0
2021-07-06,-7.248192170387293e-05,2.2360194095081167e-06,-7.471794111338106e-05,117.17621012937762,-0.0001,-0.0,-0.0001,0.0
2021-07-07,0.0,1.942636852841906e-09,-1.942636852841906e-09,117.1762099017468,-0.0,-0.0,-0.0,-0.0
2021-07-08,0.0,2.8353663507903915e-06,-2.8353663507903915e-06,117.17587766426412,-0.0,0.0,-0.0,-0.0
