sharpe,cagr,total_ret,max_dd,n_trades,fold,window,num_std,regime,train_sharpe
-0.25886166746612876,-0.1920646101276291,-0.3745841353789081,1.0639422176595648,14,2,10,2.0,trend_aware,0.467
0.7385147273035975,0.6715347198367416,1.3169413564884547,0.010000000000009215,4,3,10,2.5,none,0.38
